"id","x","y","label"
29851,4.75402441770949,3.63064525251037,-1
29852,4.4827338817248,2.81858467947038,-1
29853,5.63961094822858,5.01683210326478,-1
29854,8.04292722098752,4.80930903665187,-1
29855,6.91276233589813,5.79870669977736,-1
29856,5.37585092446938,4.94413696779938,-1
29857,5.79210735258717,6.37741263237226,-1
29858,5.91348386393364,4.37178672403905,-1
29859,3.79091600540423,5.52510582468182,-1
29860,5.77792133380293,5.97044586057412,-1
29861,2.57701710387176,3.75330644793156,-1
29862,6.32071528601309,3.91086786634198,-1
29863,4.88151797963347,2.77840705371953,-1
29864,3.96315317071034,5.05185155508419,-1
29865,3.03967851270611,3.220628886587,-1
29866,5.39444751446184,5.38695095980658,-1
29867,5.03396606505122,5.41092248346463,-1
29868,5.24484860110923,4.11728802016613,-1
29869,3.03877290106522,6.62447970344337,-1
29870,5.93063623764937,6.15710879842263,-1
29871,6.82056303908318,4.36788849829115,-1
29872,5.88040342091105,3.67690622140711,-1
29873,4.02791211402843,4.32660124788032,-1
29874,3.79105402194535,6.06823277606942,-1
29875,5.12484651409217,6.71204550368151,-1
29876,4.32225049343254,5.35134138231953,-1
29877,6.48456039975138,6.7352006920826,-1
29878,5.97571639425706,4.57117238639176,-1
29879,5.30291850141077,5.28019069471866,-1
29880,2.8973553862526,4.44349777234655,-1
29881,4.99933579870495,6.50263469743787,-1
29882,5.21978186251471,4.22396688964682,-1
29883,5.98885114126211,6.00544504385025,-1
29884,5.12746734741452,4.06683737970358,-1
29885,4.47473830451163,4.98982033249533,-1
29886,4.29839710975006,4.79849975582727,-1
29887,4.57443296596051,5.26248360690487,-1
29888,5.29622740810349,5.73107689061815,-1
29889,3.51838267867852,3.85853814337516,-1
29890,4.24059476222534,3.00269487274402,-1
29891,4.72646659796095,6.12036556618001,-1
29892,4.3748181303869,3.68753361298512,-1
29893,4.12407723703951,5.50445631917539,-1
29894,4.58783050505675,4.2021994698448,-1
29895,5.49911340443707,4.50401723471446,-1
29896,3.62961693457311,4.65873015291629,-1
29897,4.37428970543186,5.44334406430134,-1
29898,5.06637369563917,4.62229333471923,-1
29899,4.64352127771786,6.13748538213971,-1
29900,4.90630344810893,5.0860437007804,-1
29901,11.3921417636964,9.78917762098141,-1
29902,10.1697853093322,11.0085437195022,-1
29903,11.055061214137,11.1580395973487,-1
29904,9.83266427545803,10.2873367336723,-1
29905,9.82391529158727,9.009681109015,-1
29906,9.87472668444526,10.6774568846905,-1
29907,9.47243209550014,9.33911321740211,-1
29908,9.99148627581732,11.3806764789111,-1
29909,10.1866820257774,12.2807104812796,-1
29910,10.9257055567542,9.14733011711219,-1
29911,10.321740203414,9.74430071676603,-1
29912,9.62933721125515,8.55709379402883,-1
29913,9.75809598476741,8.92709753825825,-1
29914,10.1544828129097,11.0728010978978,-1
29915,10.6088169645025,10.913321660159,-1
29916,7.5600090111257,10.6542249642682,-1
29917,10.0069567757197,10.9120634014456,-1
29918,10.7523750120448,10.2751106621052,-1
29919,10.8123794753583,10.6242668199908,-1
29920,9.60871251924905,9.2978110625685,-1
29921,10.9392671745689,8.66907419502304,-1
29922,9.92152385680475,9.8683493763557,-1
29923,10.8039778780808,8.05689006658159,-1
29924,9.27233843269627,10.0854848268519,-1
29925,10.3884235581901,10.3828977630477,-1
29926,11.6704292152706,8.85757417169045,-1
29927,8.98720160932122,9.20097307767501,-1
29928,9.32599252551532,9.37312053600291,-1
29929,8.8108183931421,10.7970873789461,-1
29930,9.4486984002871,10.0102534153445,-1
29931,10.9914993940721,9.05270299423838,-1
29932,9.8063238824983,8.78696034556098,-1
29933,10.7476055660987,9.4237772707567,-1
29934,8.09085622398402,9.88557803216794,-1
29935,8.96018785424834,12.4218697767437,-1
29936,11.1050690448947,9.3999735164458,-1
29937,9.8970260893512,10.6887685967975,-1
29938,10.6833071144193,10.1145831176209,-1
29939,11.9649234710807,9.87952062795149,-1
29940,9.78758361947124,10.7958363940552,-1
29941,10.2944038761853,8.811463519267,-1
29942,11.3245538989309,10.4749474505281,-1
29943,10.2783232073096,9.19436724155394,-1
29944,9.84469019689163,9.08654545058731,-1
29945,9.71270221400091,9.64144561547602,-1
29946,9.73878648496422,10.8393818095238,-1
29947,8.01556194810438,10.2763885320797,-1
29948,8.2791790753596,11.0704314392706,-1
29949,10.2146343412663,10.4059360605631,-1
29950,10.0880033475725,10.9166167127058,-1
