"id","x","y","label"
201,3.78683800229498,6.40092814279194,-1
202,6.2960434388977,2.98777245677947,-1
203,5.24475053546246,5.36924100417751,-1
204,3.89656818175899,5.10950074381644,-1
205,6.80341317033828,4.27525087152989,-1
206,4.51627417513508,6.16156862757551,-1
207,6.36247154842409,5.73183959702044,-1
208,6.46783987293479,5.063844157564,-1
209,5.62953280969397,4.49791866089297,-1
210,4.99595964256018,4.01532760093923,-1
211,9.4534410654518,9.4796428051522,-1
212,9.66868277131442,11.3187859944431,-1
213,7.31691467818976,10.2634820680709,-1
214,9.89718720407534,10.4113467744579,-1
215,9.89820540593067,10.4750992734915,-1
216,9.25729296474847,10.4018761191247,-1
217,9.16159983395486,9.44049633288392,-1
218,8.34679534584902,9.20329678328574,-1
219,11.0953916566201,11.2734351870645,-1
220,12.209824193349,10.1311638561161,-1
