"id","x","y","label"
1,3.78570021710325,4.33118417553853,0
2,4.65406786265728,4.78252760891789,0
3,6.90311327840625,6.90724653314602,0
4,3.866413915279,4.64673532066183,0
5,6.00818356928587,4.37178385340353,0
6,5.34240405494477,4.41043109026463,0
7,4.76882502719641,4.34541737543477,0
8,5.36508836115789,5.16453869861658,0
9,6.09464345654317,5.58196239834122,0
10,4.10537870304091,5.29129487036509,0
11,4.90301712744515,5.79726103905984,0
12,6.5061452530734,5.51054572209325,0
13,4.67411700483975,4.01245962885857,0
14,5.96651625079688,6.3013542670765,0
15,4.62072415162533,4.89916914567981,0
16,4.7798888270786,4.06802363945333,0
17,4.14718621189914,6.22555476673799,0
18,5.09380062824829,4.93976977835262,0
19,5.38696659250128,4.11738492887599,0
20,5.39297481572343,5.29068144723656,0
21,4.64898086427215,5.36155398778186,0
22,5.43805062039007,3.49235501318623,0
23,3.47603791693117,3.14883955990452,0
24,4.76984856555754,5.15719478708163,0
25,3.31928057788915,7.02865010764844,0
26,6.57681797440668,6.577799182972,0
27,5.32896243287136,4.27298245472107,0
28,4.06079335098126,4.21420255472554,0
29,3.783606292542,5.84332043203865,0
30,4.47781941682245,4.52225374416823,0
31,6.39039887271923,3.84720071502318,0
32,6.33622656412165,4.32751190218552,0
33,6.15743798945635,5.48355434909621,0
34,5.19460994479746,5.94923223991803,0
35,4.7982679829273,5.55001756729924,0
36,6.34059627149495,5.3045329165098,0
37,6.44802773664066,2.55767021108511,0
38,5.91314839616208,7.2919851190052,0
39,5.53373965245638,5.67641793235114,0
40,6.31889422414652,5.13923804697419,0
41,5.65879300631361,4.15568462088429,0
42,5.44728709546876,5.04768403360084,0
43,5.1975061175146,5.4355738975677,0
44,4.55401756010954,6.33011306327114,0
45,5.373311333448,4.93169644414712,0
46,4.897292096425,5.7257254732177,0
47,6.55583344527642,6.31797634818495,0
48,5.43139814554559,3.95243361571098,0
49,4.78932326704094,5.41488522216196,0
50,6.65203375944833,3.8684800093096,0
51,6.27850126992565,2.67370355990828,0
52,4.16096733994573,5.87347095450137,0
53,4.63428814360453,6.50255211972123,0
54,4.51599120338642,5.18738617083844,0
55,4.55864609536218,6.90238046383425,0
56,5.97333425026042,4.64623312279955,0
57,4.36883341939923,3.53957251548801,0
58,5.7075796286854,5.59520532667947,0
59,5.09798890445144,6.0409271049621,0
60,5.09081256554949,5.08834120707701,0
61,4.6910449592277,4.31300144202265,0
62,5.80251712125627,4.61711872288013,0
63,2.62612882403867,4.87854886033311,0
64,7.73982323275023,6.45700063094502,0
65,6.14262652743196,3.09658227407286,0
66,6.4807975229892,3.89720101533339,0
67,5.44443007772142,4.27164611468197,0
68,4.44063501448783,4.77564994328968,0
69,4.87829401869328,3.65349785799871,0
70,4.87026086897291,5.487791849967,0
71,3.13516365358121,4.1359120824253,0
72,5.20982171333133,5.31606646293481,0
73,5.68488471239508,5.1135714596202,0
74,6.74437215787078,6.1698165457193,0
75,5.59709469714092,6.25207077391003,0
76,3.41125983255304,4.24804793285949,0
77,6.14402587337642,4.46790070551119,0
78,4.67203142048215,5.69883423380356,0
79,4.93845835641603,7.87541144355647,0
80,6.2588153760309,4.25696925689245,0
81,6.57501414881104,5.92898253165321,0
82,3.24519385410181,5.19863955684803,0
83,4.57386622020783,5.66533311147659,0
84,3.86911929269861,4.72779718788472,0
85,4.99695355981025,3.06565155450137,0
86,5.91035468114713,4.88847588912811,0
87,5.00326189411116,4.99191503547795,0
88,5.20349575691553,3.14996869648923,0
89,4.69134706228521,5.7438928158519,0
90,4.44839624733534,6.45025126068308,0
